CustomerID,TransactionNo,Date,ProductNo,product,market_price,Quantity,CustomerNo
17,581492,05-10-2021,23501,"Notebook - Unruled, Long",33,3,15492
17,581492,06-10-2021,23506,Instant Noodles - Soy & Vinegar,75,1,15492
17,581492,07-10-2021,23508,Gluten-Free Quinoa Flour,378,2,15492
17,581492,08-10-2021,23510,"Chikki, Peanut Bar",40,1,15492
17,581492,11-10-2021,23521,1001 Nights Concentrated Oriental Perfume Free From Alcohol For Unisex,5000,1,15492
17,581492,12-10-2021,23526,Man - Indigo Body Mist,348,4,15492
17,581492,13-10-2021,23530,Fields Of Gold Organic Cumin - Whole,52,2,15492
17,581492,14-10-2021,23534,Body Massage Oil - Energising,775,6,15492
17,581492,15-10-2021,23535,Synthetic Food Colour Preparation Lemon Yellow,20,4,15492
17,581492,18-10-2021,23536,"Toothpaste - Gum Care, Expert Protection",98,1,15492
17,581492,19-10-2021,23538,Bio Myristica Spot Correcting Anti Acne Face Pack,199,1,15492
17,581492,20-10-2021,23551,"Stainless Steel Frying Ladle - No. 9, Silvera",82,1,15492
17,581492,21-10-2021,23552,OvenOrg Multi Millet Rusk,35,12,15492
17,581492,22-10-2021,23555,Mahabhringraj Tel - Hairfall Reduction & Dandruff Control,295,1,15492
17,581492,25-10-2021,23559,Masterchefs Germ Protection Liquid Handwash Refill,147,5,15492
17,581492,26-10-2021,23561,Black Naturals Hair Colour Shade 1-Deep Black 20 ml + 20 gm,117,1,15492
17,581492,27-10-2021,23564,Apple Cider Vinegar - Raw Unfiltered Unpasteurized with Cinamon & Honey,499,2,15492
17,581492,28-10-2021,23565,"Brinjal - Varikatri, Organically Grown",12.5,2,15492
17,581492,29-10-2021,23567,Wonderz Milk Shakes - Classic Vanilla,35,1,15492
17,581492,01-11-2021,23569,Marie Light Biscuits - Oats Fibre,25,2,15492
17,581492,02-11-2021,23570,Masala - Chicken,28,7,15492
17,581492,03-11-2021,23571,Dark Chocolate- 55% Rich In Cocoa,100,2,15492
17,581492,04-11-2021,23575,Gentle Baby Wipes,699,3,15492
17,581492,05-11-2021,23579,Avocado,131.25,1,15492
17,581492,08-11-2021,23611,Plastic Dustbin - Beige,449,3,15492
17,581492,09-11-2021,23616,"Pineapple - Chunks, Single Serve",23.75,1,15492
17,581492,10-11-2021,23621,Jeera Powder,52,3,15492
17,581492,11-11-2021,23635,Pure Neem Skin Purifying Face Wash,120,1,15492
17,581492,12-11-2021,23644,Lemon - Organically Grown,42,1,15492
17,581492,15-11-2021,23660,Lavender & Vanilla Handmade Luxury Soap,275,1,15492
17,581492,16-11-2021,23661,"Stainless Steel Pressure Cooker - Steeltuff, Induction Base, Silver",2424,1,15492
17,581492,17-11-2021,35095A,"Steel Deep Dabba/Storage Container - No. 12, Plain",339,1,15492
17,581492,18-11-2021,35095B,Chyawan Fit Sugarfree Chyawanprash - Natural Immunity Booster,225,1,15492
17,581492,19-11-2021,35646,Morning Dew Perfumed Talc 250 g + English Lavender Perfumed Talc 250 g,400,1,15492
17,581492,22-11-2021,35648,"Energy Bars - Nutty, 4+ Years, 100% Natural & Healthy",140,2,15492
17,581492,23-11-2021,35953,Banana Stem - Diced,40,12,15492
17,581492,24-11-2021,35964,Chilli Flakes,99,4,15492
17,581492,25-11-2021,35970,Bite & Sip Flask And Lunch Box/Tiffin Box - Green Colour,495,1,15492
17,581492,26-11-2021,46118,Namkeen - Khara Boondi,85,1,15492
17,581492,29-11-2021,46776A,Raw Seeds - Sunflower Pumpkin Flax Seeds,175,2,15492
17,581492,30-11-2021,46776B,"Garnet LED White Bulb - 14 Watt, Cool Day, B22",320,3,15492
17,581492,01-12-2021,46776C,Tempeh Cubes - Simply Sriracha Soyabean,150,1,15492
17,581492,02-12-2021,46776D,Green Tea Gentle Detox Set,972,2,15492
17,581492,03-12-2021,46776E,Fresh Catch Fish Fingers,240,5,15492
17,581492,06-12-2021,46776F,Sour Cream & Onion,95,6,15492
17,581492,07-12-2021,47310M,Xylitol Powder,350,1,15492
17,581492,08-12-2021,47480,Glass Amaze Air Tight Jar - Pink,358,3,15492
17,581492,09-12-2021,47504H,Sixer Biscuits - Salted,60,1,15492
17,581492,10-12-2021,47559B,"Gokshuradi Guggulu - Urinary Disorders, 500mg",80,3,15492
17,581492,13-12-2021,47563A,Peach Shine Lip Care,150,2,15492
17,581492,14-12-2021,47566,Skincare Hand Wash Refill,218,2,15492
17,581492,15-12-2021,47590B,4mm Aluminium Induction Base Chapati Roti Tawa - Silver,1289,1,15492
17,581492,16-12-2021,51014A,Mix - Rava Idli,110,2,15492
17,581492,17-12-2021,51014L,Impress Concentrated Perfume Free From Alcohol For Male,500,1,15492
17,581492,20-12-2021,71270,Skin Awakening Rinse,480,1,15492
17,581492,21-12-2021,72349B,Pacific Steel Insulated Vacuum Flask,999,1,15492
17,581492,22-12-2021,72741,Regenerist - Advanced Anti-Ageing Revitalising Hydration Skin Cream Moisturizer SPF 15,1399,3,15492
17,581492,23-12-2021,72800E,Cotton Swabs,69,3,15492
17,581492,24-12-2021,79321,"Tropical Fruit Pudding - Lychee, Mango, Strawberry Flavoured",75,1,15492
17,581492,27-12-2021,82484,Pippali Fruit Powder - Supports Healthy Digestive & Immune System,595,2,15492
17,581492,28-12-2021,82567,Salt & Peeper Shaker Masala Dabbi With Window,125,2,15492
17,581492,29-12-2021,82582,Organic - Triphala Powder,99,1,15492
17,581492,30-12-2021,82600,Aeda Glycerine Bathing Bar - Natural Green,35,1,15492
17,581492,31-12-2021,84031A,Chicken Cocktail Sausage,220,4,15492
17,581492,01-01-2021,84077,Sun Expert Fairnes Sunscren Lotion SPF 30 PA++,385,1,15492
17,581492,04-01-2021,84249A,Cotton Pads,80,1,15492
17,581492,05-01-2021,84347,Ashwagandha Powder,400,2,15492
17,581492,06-01-2021,84375,Frozen - Mixed Vegetables,110,1,15492
17,581492,07-01-2021,84378,Masala - Kitchen,33,4,15492
17,581492,08-01-2021,84519B,Mustard/Sasive/Rai - Big,50,1,15492
17,581492,11-01-2021,84559A,Ayurvedic Soap,288,2,15492
17,581492,12-01-2021,84568,"Glass Matt Finish Bottle With Plastic Cap - Blue, BB1324",309,31,15492
17,581492,13-01-2021,84569D,Perfume - Youth Dew EDP Spray,3500,1,15492
17,581492,14-01-2021,84596B,Cotton Swabs,109,4,15492
17,581492,15-01-2021,84596F,Organic Idly - Oats,125,4,15492
17,581492,18-01-2021,84598,Red Curry,270,5,15492
17,581492,19-01-2021,84692,Hareli Kitchen Jar,502,1,15492
17,581492,20-01-2021,84755,Heavy Starch - Lemon Fresh Scent,285,4,15492
17,581492,21-01-2021,84828,United Dreams Go Far Eau De Toilette,1900,1,15492
17,581492,22-01-2021,84879,Ayurvedic Jamun Powder,60,16,15492
17,581492,25-01-2021,84923,So Soft 2 Ply Face Tissue Box,140,3,15492
17,581492,26-01-2021,84946,"Pomegranate - Single Serve, Peeled",42.5,18,15492
17,581492,27-01-2021,84970S,Stevia Spoonable - Powder,320,3,15492
17,581492,28-01-2021,84978,Ylang Ylang Essential Oil,390,4,15492
17,581492,29-01-2021,84991,Toor/Arhar Dal,160,1,15492
17,581492,01-02-2021,84997A,Peristaltic Nipple - 'S' Hole,99,1,15492
17,581492,02-02-2021,84997B,Fragrance Body Spray - Cool Blue,290,1,15492
17,581492,03-02-2021,20733,Vitamin C Brightening Peel Off Mask,499,3,15492
17,581492,04-02-2021,20777,Almond & Rose Soap Value Pack,160,2,15492
17,581492,05-02-2021,20782,Yippee Noodles - Magic Masala,68,1,15492
17,581492,08-02-2021,20914,Fields Of Gold Organic Foxtail Millet,90,2,15492
17,581492,09-02-2021,20931,Arrabbiata Tomato Pasta Sauce With Chilli,325,1,15492
17,581492,10-02-2021,20970,"Wood - Centre Filled Bar Infused With Dark Mousse, Cinnamon & Coffee",350,1,15492
17,581492,11-02-2021,20971,Basil Seed Drink - Orange,99,2,15492
17,581492,12-02-2021,20972,Solution Anti Blackhead/Whitehead Masksheet (Pack of 10),1500,3,15492
17,581492,15-02-2021,20973,Acno Fight Pimple Clearing Gel,149,4,15492
17,581492,16-02-2021,20978,Pork Classic Salami,225,1,15492
17,581492,17-02-2021,20979,Gold Flash - Mosquito Repellent Combo Machine & Refill,257,3,15492
17,581492,18-02-2021,20982,Stainless Steel Airtight Storage Container - SL-1401,269,2,15492
17,581492,19-02-2021,20983,Organic Idly Podi - Ginger,75,4,15492
17,581492,22-02-2021,20985,Whisky Cocktail Mixers - 100% Natural,1200,1,15492
17,581492,23-02-2021,20986,Family Sunscreen Lotion SPF 25,420,1,15492
17,581492,24-02-2021,21000,Japanese Cooking Rice-Wine,500,1,15492
17,581492,25-02-2021,21012,Coated Green Peas - Wasabi,110,3,15492
17,581492,26-02-2021,21015,Charminar Basmati Rice/Basmati Akki - Select,569,8,15492
17,581492,01-03-2021,21026,Hide & Seek Choco Rolls,50,1,15492
17,581492,02-03-2021,21035,"Hair Fall Control Kit - Oil, Shampoo & Serum",1050,1,15492
17,581492,03-03-2021,21064,"Anti-Acne Face Cleanser - With Salyclic Acid, For Oily Skin",295,4,15492
17,581492,04-03-2021,21065,Gluten-Free Moong Dal Cheela/Dosa Mix,259,2,15492
17,581492,05-03-2021,21098,Milk Boiler - Aluminium,732,1,15492
17,581492,08-03-2021,21123,"Green Tea - Pure, Bio-Degradable",297,1,15492
17,581492,09-03-2021,21125,Cube Storage Glass Jar,370,1,15492
17,581492,10-03-2021,21126,M1 Perfume Spray - For Men,420,1,15492
17,581492,11-03-2021,21137,Tulsi Mulethi Green Tea,300,17,15492
17,581492,12-03-2021,21154,Nicer Dicer,1195,2,15492
17,581492,15-03-2021,21158,Masala - Punjabi Chhole,33,1,15492
17,581492,16-03-2021,21162,"Pork - Fresh Bacon, Sliced",400,1,15492
17,581492,17-03-2021,21166,Active Salt Toothpaste Saver Pack 300g + Sensitive Soft Bristles Toothbrush 4pcs,258,2,15492
17,581492,18-03-2021,21172,Silicone Feeding Nipple/Teat Regular Neck - Size XL,150,1,15492
17,581492,19-03-2021,21174,"Microwaveable Plastic Multiutility Bowl - Yellow, New Coral, L2272 YL",38,2,15492
17,581492,22-03-2021,21175,Chicken Jalapeno Cheese Nuggets,300,2,15492
17,581492,23-03-2021,21200,Milk Delights Face Wash With Honey For Dry Skin,90,6,15492
17,581492,24-03-2021,21201,Instaglow Oxygen Bleach,70,4,15492
17,581492,25-03-2021,21212,Soft Drink - Lime Flavoured,40,2,15492
17,581492,26-03-2021,21213,Coffee Creamer - Coffee-Mate,425,2,15492
17,581492,29-03-2021,21220,Royce Premium High Quality Pedal Plastic Dustbin / Garbage Bin - Blue,265,2,15492
17,581492,30-03-2021,21224,Khaas Shampoo Bar - Heena Amla,295,1,15492
17,581492,31-03-2021,21232,Bubble Glass,1041,1,15492
17,581492,01-04-2021,21257,Dazzle Livid Lilac Dinner Set - White,1895,2,15492
17,581492,02-04-2021,21258,Dhanwantharam Kwath,140,1,15492
17,581492,05-04-2021,21259,Suzzan Glass Bottle With Blue Cap,290,1,15492
17,581492,06-04-2021,21313,Henko Detergent Bar - Stain Care 250 gm + Mr. White Detergent Powder 1 kg Pouch,95,1,15492
17,581492,07-04-2021,21314,Tea - English Breakfast,195,2,15492
17,581492,08-04-2021,21328,Rolled Oats - Gluten Free + Gluten Free - Steel Cut Oats (each 500 g),400,2,15492
17,581492,09-04-2021,21329,"Wafer Roll - Twister, Black With Vanilla Flavoured Cream",275,2,15492
